file_name,file_path,bpm,key,genres,genre_confidence_scores,sentiment,subject_matter,transcribed_text
Embrace the Season 2.wav,c:\Python39\audiodetect\vocals\Vocals\Embrace the Season 2.wav,123.046875,G major,"['female', 'woman', 'female vocal', 'pop', 'vocal']","[0.45890066, 0.37808356, 0.27412376, 0.23129678, 0.21968727]","{'neg': 0.076, 'neu': 0.835, 'pos': 0.089, 'compound': 0.4497}",['love'],it is up beef but if they had learned that all they have the bag and the advance of that i've done what duped hampton and if alone there have been of the fluffy are fella to i think of out of the u. the advent of the van and leaped up and up of law that lands in vaudeville wouldn't it will and vi who live in the heyday of thank the end of the advance of volunteers and van listening to have them out hope to the head then i said visa but i'm here to what is it the kind of gone that live in and out and i have bad of read the moved up to whip of land and love john and vote of that
Embrace the Season.wav,c:\Python39\audiodetect\vocals\Vocals\Embrace the Season.wav,143.5546875,A# major,"['female', 'woman', 'vocal', 'female vocal', 'guitar']","[0.4339921, 0.33710873, 0.22087836, 0.21999046, 0.18252]","{'neg': 0.013, 'neu': 0.762, 'pos': 0.225, 'compound': 0.9882}",['love'],good didn't maybe fifteen and so santana who ran the one who live there why this thing is the u. n. has been in for who landed in a moment in all the uva at an unknown and monzon only that nothing's gonna love and math and beauty then and not to andrew is no way that pathology and move on one thing then believe that a bold move in and what a fine here mom love love love and who can have fun and to whom and who live in a huff through faith who behaved i went to high you'll have moved in to a red hers has flown to name the name one to iraq that behave when kirk me a hand in the hood and roof cafe is that we're on it when it head ahead to a few lumen hook and
Entitled to Freedom.wav,c:\Python39\audiodetect\vocals\Vocals\Entitled to Freedom.wav,123.046875,F# major,"['techno', 'electronic', 'beat', 'synth', 'fast']","[0.6615593, 0.39100257, 0.34859252, 0.16541596, 0.15366727]","{'neg': 0.07, 'neu': 0.797, 'pos': 0.134, 'compound': 0.9275}",[],ain't you are are not entitled to an old at if but for paved and could fall and the dead begged the fog and begged begged we could get and do if in not feed before and printing and for the bridge the drug and duh duh duh friends did get flagged for the good did did did different form of his that if that one caught up to code for that to have that hand can't hand and i thank thank thatch hut have been the end got with pride but de it would to pass and throughout the past and da da and the press didn't happen and how it it and end in but didn't out it but and it kind and hit caught and that comes out at what to what it up that it and get a type a type at the fact that then up a fact that up a flap a lifetime thad thad
Eternal Echoes.wav,c:\Python39\audiodetect\vocals\Vocals\Eternal Echoes.wav,143.5546875,C# major,"['guitar', 'male vocal', 'male', 'man', 'male voice']","[0.42209843, 0.39799824, 0.3835498, 0.33057034, 0.27371782]","{'neg': 0.065, 'neu': 0.794, 'pos': 0.141, 'compound': 0.9531}","['love', 'traveling in italy']",i'm a young through the courtyard of time while longer and roll which is a user shoot promise for aimless losers in the hive see the rise and fall off and iris mann noted that code without survey june's in the bob why then i'm not an online travel live across the sands of zion know you can go there to love love love to the hole and thrown the loudest and lad and battling with moss are a former or low low for over a homerun now that i realize that newsday head i'd gone they use the commemorate lovers love for over a wide june's so i can learn where we're at and to build up at a time travelers hoang lovely you saw bill wyman members lesions in this live our lives in new era lo wu guide bo peep and it might says that when my journeyman news than a lifetime as the moon off mayan way back to her or you know move on
Eternal Embrace.wav,c:\Python39\audiodetect\vocals\Vocals\Eternal Embrace.wav,123.046875,A# major,"['male', 'male vocal', 'man', 'vocal', 'opera']","[0.26163453, 0.2357788, 0.22975795, 0.20991498, 0.20482516]","{'neg': 0.101, 'neu': 0.751, 'pos': 0.148, 'compound': 0.8519}",['love'],i'd been warm move with balloons liar who use them more than news live in love love so residents of futurism were always in mind a spineless newson new law to ms woo of them as they lie odd ernest swallow lava was they eighties tawil that runs than linens of the long and it's myerson who lives alone the maya mitten with eyes rights and suddenly my world fell right slawson lifeless body lies in praying and a lovely you fall moonlighting and not put cyanide and head and and and all alone among men who look girl who lives in this in those that most bullies you old violet rays they will borrow bomb what the u. soon bravery your own lives man it is i'm flying meet through
Eternal Frost.mp3,c:\Python39\audiodetect\vocals\Vocals\Eternal Frost.mp3,112.34714673913044,E major,"['female', 'woman', 'opera', 'vocal', 'female vocal']","[0.52999693, 0.39946786, 0.287955, 0.27977023, 0.26079348]","{'neg': 0.019, 'neu': 0.909, 'pos': 0.071, 'compound': 0.7615}",[],it is in unit in his own finds new efforts so nance raccoon ruthie hoods and worrying man is in need of an says that in the oh and you know alms alms mean rule when in one new cd on seafood man who added to a good though i am not a bad name minds in the u. man who wahoo he who is this so one night you owe a lot of homeland these new rules that a and one may to he even man a lap a hand i mean where one wounded who'll one now and this is to that was ths one is he hammered mind and not back boa up e. who runs the mean old wound means than rule
Eternal Vows.mp3,c:\Python39\audiodetect\vocals\Vocals\Eternal Vows.mp3,129.19921875,A# major,"['female', 'woman', 'vocal', 'guitar', 'singing']","[0.37219, 0.28959942, 0.2626571, 0.20487617, 0.18894732]","{'neg': 0.106, 'neu': 0.812, 'pos': 0.082, 'compound': -0.5124}",[],now last unharmed rule alone was not duties on news and risen was indeed an and since these bands you more when ha than needed and good or not i'm not only am man around then on on loans in need but kirk hard and i o. and new this new homes than they are huang food can call on of those who owns one of the news was in on bowed move rose wrong bow of this snagged wrong move so learns all of whom rome newly it and he's done it in san juan n.'s didn't walk a high and nice de lan these liu maharaja height and the whale on man wheat lonely i'm noah adams good as yale sale
Eve of Enchantment.mp3,c:\Python39\audiodetect\vocals\Vocals\Eve of Enchantment.mp3,143.5546875,D major,"['male vocal', 'guitar', 'male', 'vocal', 'man']","[0.29717815, 0.2778319, 0.2727008, 0.2523596, 0.23810424]","{'neg': 0.039, 'neu': 0.821, 'pos': 0.14, 'compound': 0.9351}",['love'],unknown picked those irish girl in on this business in necessity to you mean live in new new love him he'd have laying ma agatha on mental advances by a hint that video odd as pious to know that the dunes move full moon long as the shadows on what you owe this will fly in that moment my school says that i live every year the god why why i'm wrong on your hand is to move the moth and you'll go to this the u. this moody's whom moon i'm a hm on the surface and hello to the ha-ha-ha and hm them much less than honest to get good on the moon lives go and sell the red known love move for you
Eve of Enchantment.wav,c:\Python39\audiodetect\vocals\Vocals\Eve of Enchantment.wav,143.5546875,D major,"['male vocal', 'guitar', 'male', 'vocal', 'man']","[0.29714185, 0.2778274, 0.27263188, 0.25248644, 0.23797703]","{'neg': 0.022, 'neu': 0.846, 'pos': 0.132, 'compound': 0.9365}",['love'],unknown picked those irish girl in on this business in necessity to you mean bowing on in new new on whom the tap a youth law agatha on men who dances and have netanyahu and at times you know that the men dunes move full moon long as the shadows on what you owe this will fly in that more and my school says that i live every year the god why why i'm wrong what your hand is soon to moth and you'll go to this the u. is in news i'm move on home and held this fuss and hm the you hung mind hmm them much less than honest to get good on the moon lives go and so well love move for you
Guardian of the Season.mp3,c:\Python39\audiodetect\vocals\Vocals\Guardian of the Season.mp3,117.45383522727273,C major,"['guitar', 'vocal', 'male', 'male vocal', 'man']","[0.30116415, 0.2924718, 0.2894409, 0.26858968, 0.23838848]","{'neg': 0.106, 'neu': 0.866, 'pos': 0.028, 'compound': -0.8074}",[],and at on mrs moves to use the unzip on the unknown of blown movable on women's chivalry and wrong both of whom were on monday that cheyennes alone all is a new land knowledge with this village school and loan new them you unions zones germans youths who owns the the marines on those in your own poll of one loves the law on it on me ma unknown was one of the musil loans on this old they've gone out only long at all men who are misunderstood the last time the watch you can then was alone in this pavements where it why is odd while in and do no i was with you all bob this whole new year
Guiding Light of Love.mp3,c:\Python39\audiodetect\vocals\Vocals\Guiding Light of Love.mp3,103.359375,A major,"['female', 'woman', 'vocal', 'female vocal', 'singing']","[0.5526672, 0.4103142, 0.36767888, 0.3101025, 0.25067484]","{'neg': 0.068, 'neu': 0.886, 'pos': 0.045, 'compound': -0.471}",['love'],in the eden among might shoot the ring mime when you time he is the u. i could see this is the lead saying these in time and it's leaves the u. n. team and music what is this a so i smoke and anna i'm movements will soon move noon when we then maintenance man made it a good demise of irene jacob who said i and soon luong out what what did i are the whim new lying when neither man none why you love to none hands time in knock this and there are stock on hand and you do lands muslim men pieces in they then a senate finance and it it was at in mind money in to ask him to then inland nuns time purple
Heaven's Web.wav,c:\Python39\audiodetect\vocals\Vocals\Heaven's Web.wav,129.19921875,G major,"['techno', 'fast', 'electronic', 'female', 'dance']","[0.42227027, 0.27585772, 0.2203854, 0.17201461, 0.13622485]","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],
Heavenly Grace.mp3,c:\Python39\audiodetect\vocals\Vocals\Heavenly Grace.mp3,123.046875,C major,"['female', 'woman', 'female vocal', 'vocal', 'female voice']","[0.54088503, 0.41229954, 0.26949194, 0.25557974, 0.20798568]","{'neg': 0.103, 'neu': 0.871, 'pos': 0.026, 'compound': -0.8074}",[],coming moons need an madman needs that i am mom not bringing you the no and panel ruled on our yahoo is the rule of you who did the my time and he did it uh-huh man where'd you learn the unknown new law mine who is now saying moon movement to know an moan in alone in when he moves it the moment i'm not an would i think died at lahood and only it wrong and that was known ron moon name mob who is the code and one hundred and i am not be high on the hong kong they and mahila view where four and a one oh and huang hand none
Holiday Charm.mp3,c:\Python39\audiodetect\vocals\Vocals\Holiday Charm.mp3,123.046875,G# major,"['guitar', 'male vocal', 'male', 'man', 'male voice']","[0.403456, 0.30374932, 0.2952351, 0.25636038, 0.2023964]","{'neg': 0.054, 'neu': 0.895, 'pos': 0.05, 'compound': 0.0904}",['work'],and hand man in this manner on where to this painting exactly see it but it's that brings you this moment all of us who have been saying is that lands in time and they don't wear the stand and says the lancet a so that it and learn the thoughts then it big diego and the korean but i don't laugh and it's hinted that when this late this was where there are hints that lived the job of garrett seen things he'd leave on it and to build on it and you say the an then and made at the end of this lonely and use the movies that when the rain here on the scene and let bill means that come on over and full of childhood to this lovely since the weather's made that deal is that lives the oddest there the hour and then though they do this thing mm
Holiday Haven.mp3,c:\Python39\audiodetect\vocals\Vocals\Holiday Haven.mp3,151.99908088235293,D# major,"['piano', 'guitar', 'slow', 'vocal', 'male vocal']","[0.34562188, 0.29153126, 0.23130085, 0.22938697, 0.20311682]","{'neg': 0.038, 'neu': 0.74, 'pos': 0.222, 'compound': 0.9718}",[],and what are the snow slav so unknown live los jersey and he each house alone in its crew this with food with two lists you said she hotbed who in supreme know the bat and is then that but it's shadow says fromstein hang sharing stonewalling nice and no one noon nan hand manned year and hand of that this is lanny is on a lucy's then they then follow well hot song are purple a reminder that lob hand will always shad am met in this last saying hey eden so did none
Holiday Memories in Chaos.mp3,c:\Python39\audiodetect\vocals\Vocals\Holiday Memories in Chaos.mp3,123.046875,A# major,"['guitar', 'male vocal', 'male', 'vocal', 'man']","[0.4174799, 0.24531291, 0.23193769, 0.21310782, 0.21025416]","{'neg': 0.102, 'neu': 0.844, 'pos': 0.054, 'compound': -0.6597}",[],and then there have been a car on the running man her logjam rose rode along elbow back jobs said no to relatives all lorenzo than none of the hands of that movie that we are a room we have a mood is the and the vat of bone and lives miles i'll grab the gun chaos in smooth hand and liane though that says although baby is raw room or tabs on luxury home alone you ram was gnawing move ahead of time sando dvd did have a room we move a no then that is that kind of mono that have pizzazz that complain that the holiday and i am a heathen and lonely and he'd been caught rose was god catastrophe layer layer of fenner for reminder that referred to in new views but truly rare and send an learned that a odds in reply in a loud that gyr bigger over head into of thaw main whale always is then to lafayette loaned him no
Holiday Memories Unframed.mp3,c:\Python39\audiodetect\vocals\Vocals\Holiday Memories Unframed.mp3,135.99917763157896,A major,"['guitar', 'vocal', 'country', 'female', 'slow']","[0.7148133, 0.15800816, 0.13777886, 0.11515299, 0.11392407]","{'neg': 0.094, 'neu': 0.779, 'pos': 0.127, 'compound': 0.587}",[],i'm in the thigh cameras ready and have that set of vacate the wild and the onset of us thousand one of the chaos says and it's the fung it move that it is not a guy can solve the jury an that is going for office the as philip with an act up to the island a memory will never read the fanned come meet a man man dead dead and a good hand hand it and then the new kid in manhattan man and have them hey hey and and and a move that this was just food by using new fare reminder that perfection is an raises and in the kayla home of a laughter that you are a man that this was a storeroom lulu always and and i all
Holiday Revelry.mp3,c:\Python39\audiodetect\vocals\Vocals\Holiday Revelry.mp3,161.4990234375,D# major,"['guitar', 'vocal', 'male vocal', 'male', 'man']","[0.4387426, 0.19041315, 0.17424342, 0.16635044, 0.16337164]","{'neg': 0.031, 'neu': 0.919, 'pos': 0.049, 'compound': 0.7564}",['work'],and one and in and and and whoop and and and on a rooftop baby at night and have a lot of the bataan rain to play it they ran a man is that bail is that it would gladly hand of this time it did not mind and although who is the big time mine in it although i will is alleging in on the idea then had the level was only thinking of the u. n. and the ninth pools of blood and that is a great mind you this thing and tango maintaining willingly and slide them and then says no way they and then newly cheney and may nineteen didn't during the that they've been in the ahmad response to that the vivid on a service then so did the van non service on what could be done a thing to get you that i believe in the lab a moment and i've been waiting to see them when they it whelan than soul and the back up one and can the maid who vainly him no i don't want been the zang zhao in on this role is gone and it is not going and engine mounts landed going to go in and year than two minutes and they needed to ring the gate and use the of the little woman they'll get the job done and an event planners palpable is on and managed alone on this
Illuminate the Night.wav,c:\Python39\audiodetect\vocals\Vocals\Illuminate the Night.wav,135.99917763157896,C major,"['female', 'woman', 'female vocal', 'vocal', 'female voice']","[0.5061634, 0.41424698, 0.32410493, 0.308058, 0.22054519]","{'neg': 0.102, 'neu': 0.778, 'pos': 0.12, 'compound': 0.6486}",[],outtakes can do from this thing in its head so land as the gang that unit yen then hand in hand the plaza names if you mum was the lone they've done and behind the view of huang and landfill man who's in the fund mubarak time sam nunn and behind influence in man been on the hand that family last below her even in this eminent now live in fuck man is wrong then thong all hope his left hand and land when the man fan and known pain in london and loans i am only one man is gonna pay and the only man and a man who live in now i've only had planned laugh and asked that out to him bad nanny only of only a nanny named had asked that song of our moved you man while through it pay fifty fat am says the man known in faye handful of may
Journey of Discovery.wav,c:\Python39\audiodetect\vocals\Vocals\Journey of Discovery.wav,135.99917763157896,B major,"['guitar', 'male vocal', 'male', 'vocal', 'man']","[0.6829178, 0.19272073, 0.1832315, 0.17285164, 0.16534416]","{'neg': 0.087, 'neu': 0.789, 'pos': 0.124, 'compound': 0.6597}",[],and rise the joy of adventure beyond the gray it's the sa the radio i'm dead this broadway on the bob that's got mad and bob and in the it he things things to and i and things like judge alfonso said jane let sam bray is beyond known than it's the owls bobbin zahn amen seeds of strength that have brawl on wall home and to get in there to in to in the let them leave the values zalm mold watched as they read ryan ray zags nah zack and then shiva on there all the n.'s bob an that
Journey of Growth.wav,c:\Python39\audiodetect\vocals\Vocals\Journey of Growth.wav,129.19921875,D major,"['guitar', 'country', 'strings', 'slow', 'sitar']","[0.79575634, 0.12620127, 0.12344594, 0.10813802, 0.083099164]","{'neg': 0.082, 'neu': 0.679, 'pos': 0.238, 'compound': 0.9423}",[],and and tongue and a good thing i'm i that in the polls and hand and hand hand he can to hang out there's a dead end yeah and yang and hand and say if it a lot in and none but in the hand hand hand and in an and and the sons and hang on and the senate and hang hang in the van in the time that chance that only the and hands and unfair and he cut the fat of day and and others and hosts and he and have been
Journey Through the Canopy.wav,c:\Python39\audiodetect\vocals\Vocals\Journey Through the Canopy.wav,117.45383522727273,A# major,"['slow', 'ambient', 'strings', 'violin', 'cello']","[0.32166135, 0.307238, 0.14715068, 0.10203865, 0.08780375]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],in an unknown in an unknown if in in
Journey to Joy.wav,c:\Python39\audiodetect\vocals\Vocals\Journey to Joy.wav,172.265625,A# major,"['vocal', 'guitar', 'female', 'male', 'vocals']","[0.22512059, 0.2243038, 0.15610537, 0.14992206, 0.14728166]","{'neg': 0.094, 'neu': 0.782, 'pos': 0.124, 'compound': 0.8308}",[],little bubbles began about to lose the to that and dad moved off the phone and the way that they are a little into the gloom and hope that what is the height of the yong if and to hide behind as the head is only alluded to was than they could be done to this and they looted about it but i and news good news today and who woos it up who lives up in the long hubby him among if if and what it means igniting it luna it loses in lawton the use is nothing new atlantis thousand veterans and and wins landing knows god heil that when it a an and wept and hugged and and in all the boom that has and pile them and it i and hide rod about those wounded who funny and hot live well crap that has not been that goes to that so all of this was due to the aegis the global if
Journey to the North Pole.wav,c:\Python39\audiodetect\vocals\Vocals\Journey to the North Pole.wav,107.666015625,D major,"['guitar', 'male vocal', 'vocal', 'male', 'man']","[0.33924076, 0.28538483, 0.25184664, 0.24837929, 0.23988333]","{'neg': 0.06, 'neu': 0.801, 'pos': 0.139, 'compound': 0.8612}",[],long all the engine rule in the mosaics landman news that yellow roger you elaine moonlit lenses naive to moulin though why to waive a jury is a bay we'll ride bouvier you through the use of snow the plan has frozen phone raises my amendment wins no votes the news of the will land on the way in two senses while he well leo's then van fife if if so who will win a case rests on managing to where dreams from now and he can have in so to lobo and live those views though the on this christmas adventure lad if well i have them wrong man this
Light of Christmas.wav,c:\Python39\audiodetect\vocals\Vocals\Light of Christmas.wav,135.99917763157896,F major,"['female', 'woman', 'female vocal', 'vocal', 'female voice']","[0.50886023, 0.40615183, 0.27559692, 0.23565902, 0.17839386]","{'neg': 0.041, 'neu': 0.909, 'pos': 0.05, 'compound': 0.3919}",[],and hit the last moment that it it it is in and in trying to bust all cruelty and pay it is the kind that are not men in a bad man who can ma'am when a man the law has a fillet they pull out as the golden is in and they lived all hamlin of blandness move move and than one and then we're gonna hannah and then to has enhanced when has ha and on that and knows that game is that he's home mm up and i it is the game then what's the one hundred and hands the time they found at the in when they who has been on the smooth and why it is again how memory in limbo type a heidi on his lap the height of the eight hide us on the loans views on how the name is to is now and they uh-huh slave lands and then i'm saying that men news shiva is saying pip
Memories of Home.mp3,c:\Python39\audiodetect\vocals\Vocals\Memories of Home.mp3,103.359375,D# major,"['guitar', 'female', 'vocal', 'woman', 'singing']","[0.48408973, 0.2595173, 0.21479334, 0.20736176, 0.14637303]","{'neg': 0.106, 'neu': 0.847, 'pos': 0.047, 'compound': -0.7096}",[],the a and know in the unknown last man with cotton swab man that money then neither one is the man now holiday eyes eyes and that's bad mood nannies to good man and in snowman new and you don't know him maud slay a vague it yet knob v. says no j. i mean the wounds in new ascended man gave and c. n. and hands in the air with all things that it is it it won't last the day eyes and they sat on sunday land then than now lazy and an nigh hey the nav lab landmines land that lanny madness and jones of a bygone day
Mischief on the Rooftop.mp3,c:\Python39\audiodetect\vocals\Vocals\Mischief on the Rooftop.mp3,172.265625,D# major,"['guitar', 'vocal', 'pop', 'fast', 'male vocal']","[0.291712, 0.1504805, 0.13043936, 0.12708874, 0.1230407]","{'neg': 0.029, 'neu': 0.796, 'pos': 0.175, 'compound': 0.9602}",['love'],and i love all moving south during the play was added to delivering it the way that no line and following them so that the amount that you and i did play in rain again live in this cave is a smile a month and thailand made man in bed and vivid and a man leaving here rebel army why why don't worry on this a man at the plant the vote on it so of back whoop whoop whoop and that thank up and out at the one of the boeing gaining a long this loving mother though they know the thing they say only known to bear lived on the man that i know that and that waldemar and so the
Moments in the Snow 2.mp3,c:\Python39\audiodetect\vocals\Vocals\Moments in the Snow 2.mp3,95.703125,E major,"['guitar', 'male vocal', 'male', 'man', 'vocal']","[0.4458885, 0.3714071, 0.33686832, 0.29404682, 0.27980515]","{'neg': 0.222, 'neu': 0.707, 'pos': 0.071, 'compound': -0.9673}",[],wrong wrong so if you all wrong creating movement to the media and through song that bed hooray it is mom says kyle c. in new faces saying heads on who lied to us to our lives to sizzle lou wall and in the through the man is due to cashews to lose lose him move back home man up dead i packed them men failed to says we strongly loans to room at or for visas wrong man lied to him name in the newsroom eyes and this limp move along move in this huge pay if you're a hit to loosen monday vaughan's is a fuses hong kong room in a move along move to from an news roar i
Moments in the Snow.mp3,c:\Python39\audiodetect\vocals\Vocals\Moments in the Snow.mp3,117.45383522727273,E major,"['guitar', 'male', 'male vocal', 'vocal', 'man']","[0.39429104, 0.35277587, 0.3221624, 0.2915035, 0.2798978]","{'neg': 0.021, 'neu': 0.602, 'pos': 0.377, 'compound': 0.9965}","['love', 'work']",those on the bones are the lathes voles lindemann on the wall moans of bode well for men and von bone then bathed them long as the the long unknown in one long run on one woman and loan loaned them then to an amen lou was it an seeing that love love love love and lengthens og glove on the year one vehicle of global movement home all alone knew you will learn on liv living room wall in love and love love love love on love love love love love the job for good on all who live to hong do on wall bowed pin eyes and all news do it in all to hong kong all day
Moments in Time 2.wav,c:\Python39\audiodetect\vocals\Vocals\Moments in Time 2.wav,112.34714673913044,D major,"['guitar', 'slow', 'vocal', 'piano', 'male vocal']","[0.3393952, 0.2806017, 0.24331827, 0.21329917, 0.2066541]","{'neg': 0.01, 'neu': 0.899, 'pos': 0.091, 'compound': 0.8294}",[],shaft is is giza this game is say this may said hey i'm on may the cheese and then seeing a family is old men moody's g. g. twelve said the way men said cia think hand man mong and they did say in then leave in nantes isn't news hannum lead says stevens man thought huang ti in a manner when the white that's a huge heaps say again now on good days food isn't that dog man in the south but i'm not so the food zones you that genie so that then they must say laying hands were blue woo the man
Moments in Time.wav,c:\Python39\audiodetect\vocals\Vocals\Moments in Time.wav,117.45383522727273,G major,"['female', 'woman', 'vocal', 'female vocal', 'guitar']","[0.3684646, 0.29216745, 0.2571798, 0.20195803, 0.18686773]","{'neg': 0.154, 'neu': 0.64, 'pos': 0.206, 'compound': 0.8568}",['love'],it all works god bill with tears and brings good time saves lives on the island of wing of may the dreams of all world loves to wear gloves and we'll lose will memories you so much on no one has lied in mostly the heathen ryan's unknown number with me that all with youths men's events in vans known man and a way as danny fond memory of low then good food era send you an is saying only one time bomb moon one lone love alone landmine wrong on the one thing though is if only the phones loved i am glad last pick then i'm i'm rome man now saying
Nurturing Dreams - Children's Choir.wav,c:\Python39\audiodetect\vocals\Vocals\Nurturing Dreams - Children's Choir.wav,129.19921875,G# major,"['female', 'slow', 'vocal', 'piano', 'woman']","[0.278334, 0.27775866, 0.2270308, 0.17673513, 0.16252792]","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.5719}",[],i'm in the beehive family and lonely an who's being in ohio seen it in oh she's being hit one only then being while high up a high up a time when saying men nyhan lance soon lana and hannon the u. v. inland huh han and hasten he uh-huh manhattan and the high is being behind him no all i'm not pick
Nurturing Dreams edit v2.1.1.2.wav,c:\Python39\audiodetect\vocals\Vocals\Nurturing Dreams edit v2.1.1.2.wav,129.19921875,F major,"['female', 'woman', 'vocal', 'female vocal', 'female voice']","[0.55215496, 0.42394093, 0.328096, 0.29429471, 0.23202115]","{'neg': 0.072, 'neu': 0.864, 'pos': 0.064, 'compound': 0.0098}",[],yahoos that youth and louis financially in nineteen need beasts union knit minute wrong moves that grace your eyes and many in manet hands boone road islands in the u. in me listen this is a man that in him may need is the young man landmass is massively a lad whey and i'll pants unknown unsung i'm not sure i mean we know as it is that man i'm urban am names be it i'm known what are we here it is a matter only an leave alone high hat unknown land you judy that kind ma'am ma'am when high who then how is moran he a man had heated
Pathway to Discovery.wav,c:\Python39\audiodetect\vocals\Vocals\Pathway to Discovery.wav,117.45383522727273,B major,"['slow', 'ambient', 'piano', 'classical', 'guitar']","[0.37937337, 0.33263204, 0.3011977, 0.11312728, 0.10425207]","{'neg': 0.169, 'neu': 0.706, 'pos': 0.125, 'compound': -0.2732}",[],although there are some nigger or the men up a head although happening when every update annan hand whip and meanness
Regal Solitude.wav,c:\Python39\audiodetect\vocals\Vocals\Regal Solitude.wav,143.5546875,G major,"['piano', 'female', 'vocal', 'guitar', 'classical']","[0.32872197, 0.21847272, 0.19622871, 0.18970747, 0.18754922]","{'neg': 0.138, 'neu': 0.835, 'pos': 0.027, 'compound': -0.9452}",['love'],or that lerner manners are learn or are mirror for a man not a lot less aha i guess where those nolan embalmed nelson's the ice queen rain noodles and that's the old and you are in the eulogy is studying the hollow mom's woollen man aha only at all when you soon fuller alone the long she'd john stood is rule have high lives what threats and i hate that i and i scan irene ryan at in need and not paying him mine knew the highest this was not only like diana munz sire i do then she was a lull in the league who led me on t. u. within ha-ha jaffa economy named sol erroneous on wall and then you'll love him home run name wu was she elbowed lying now wool mladic and pulled i the parisi me lily and i'm murderer
Shadows and Silhouettes ext v2.2.wav,c:\Python39\audiodetect\vocals\Vocals\Shadows and Silhouettes ext v2.2.wav,99.38401442307692,C major,"['piano', 'slow', 'classical', 'strings', 'violin']","[0.64061856, 0.34670278, 0.3263173, 0.14858827, 0.13630038]","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],
Silent Night Gathering.wav,c:\Python39\audiodetect\vocals\Vocals\Silent Night Gathering.wav,117.45383522727273,E major,"['male', 'guitar', 'male vocal', 'vocal', 'man']","[0.32666454, 0.30719233, 0.3023199, 0.27333552, 0.2604303]","{'neg': 0.131, 'neu': 0.695, 'pos': 0.174, 'compound': 0.8723}",['love'],it was alone won't solve lujan business news of love a lover and loan him of lying to love it a no fly on rivals will let us in will as well is the other wrong then goes slow and fool in that your concerns in his run with wonder and you learn as they use unknown ryan rules to hang the chimney with care and cheer us to milan eyes where hands on manager who is i'm meant to nine as we hear the word love and men land live close to it means in this moment lives out on the sky why are homeless and what is it crime in whole cherished nowhere in the eyes then when you lose this move rooms in new bern knew you may
Swing into Tomorrow.wav,c:\Python39\audiodetect\vocals\Vocals\Swing into Tomorrow.wav,112.34714673913044,A major,"['male', 'male vocal', 'man', 'male voice', 'vocal']","[0.27669686, 0.24116711, 0.23765478, 0.18810652, 0.15875597]","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],
The Heart of Metal.wav,c:\Python39\audiodetect\vocals\Vocals\The Heart of Metal.wav,86.1328125,D# major,"['guitar', 'female', 'vocal', 'woman', 'singing']","[0.31505647, 0.2941637, 0.28083265, 0.24097548, 0.19385166]","{'neg': 0.054, 'neu': 0.882, 'pos': 0.064, 'compound': 0.25}",[],in the hole where in some way in the long and meanness vroom vroom you be in the postpone and that has done it had done why live long live hand move move and stay there at i'm and i'm a bad this man who donna hand while it is so thin and a bed in that manner and clothing to see him one man one vote to go downhill bowed to do to one man and cahill and the man of being moving him and him time to be a mood and need it
Treasured Memories.mp3,c:\Python39\audiodetect\vocals\Vocals\Treasured Memories.mp3,117.45383522727273,C major,"['male vocal', 'guitar', 'male', 'vocal', 'man']","[0.29658276, 0.29467997, 0.27280837, 0.24782248, 0.24257314]","{'neg': 0.074, 'neu': 0.803, 'pos': 0.124, 'compound': 0.8271}",['love'],the old moves it's ray unknown movies song was he has no right to moon the whole the or to go around one of those it mildly faces the u. apnea in room three good to lose so we've known that would spoil his hata is and i lose and who would use of us that june whom you was the rule with two is the youthful who refused to length of time the moon's good and you learn to use unknown moves on to learn what i have uses of a hoodlum in love orion to some phone love it as though so whoa whoa whoa whoa whoa what's so good-bye lad i'm womb moon moi bulls that
Treasures of Memory.wav,c:\Python39\audiodetect\vocals\Vocals\Treasures of Memory.wav,135.99917763157896,D major,"['male', 'male vocal', 'man', 'guitar', 'male voice']","[0.28491813, 0.28159732, 0.22896017, 0.21807386, 0.18265694]","{'neg': 0.048, 'neu': 0.87, 'pos': 0.082, 'compound': 0.7469}",['work'],hi hi video saw us now on main street is the time has been no the fences perot borrow a lad in good man of the play with dolls and move on tuesday that blood sir that i will going on and e. of if this job you but smiles with one villanova and soon turn that around the base of the lavoie seven barrels of wanda islamabad in this way and yet the nation and so on and in whom i do know the old office job and go right through you wait a minute and i'm sure that no but the live ones that stolen a snowball cell phones though it's time we know and in the vote is to have a serb simmons thoms allowed to live if if if if if if if if if mom back to that found that in one wound more than live live if brian though so i say i'm and i'm russo do move in of men that high the ye u. hand if
